Spectrum,Observed,Ritz,Transition,Rel.,Aki,fik,Acc.,Ei           Ek,Lower level,Upper level,gi   gk,Type,TP,Line
C I,1777.3793,1777.37929,5626.2611,120000,11000000.0,0.88,C,9.70715841    -     10.40472588,2s2.2p.3d       | 3D*  | 1,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1777.938,5624.494,,1400.0,3.9e-05,D,9.833294423   -     10.5306428,2s2.2p.3d       | 3P*  | 2,2s2.2p.5p            | 3D      | 1,5 - 3,,T5520LS,
C I,1778.1809,1778.18315,5623.725,7000,6300.0,0.000212,B,7.945771557   -      8.643023685,2s.2p3          | 3D*  | 3,2s2.2p.3p            | 3D      | 2,7 - 5,,T6070n,L12175c183
C I,1778.61644,1778.61643,5622.3477,15000,290000.0,0.0226,B,9.98852478    -     10.68560706,2s2.2p.4p       | 1P   | 1,2s2.2p.5d            | 1D*     | 2,3 - 5,,T5520,L12175c183
C I,1779.1,1779.10989,5620.82,13000,5600.0,0.00045,B,7.94613476    -      8.643023685,2s.2p3          | 3D*  | 1,2s2.2p.3p            | 3D      | 2,3 - 5,,T6070n,L9405c187
C I,1779.455,1779.45639,5619.7,25000bl,23900.0,0.00113,B,7.94627046    -      8.643023685,2s.2p3          | 3D*  | 2,2s2.2p.3p            | 3D      | 2,5 - 5,,T6070n,L9405c186
C I,1779.80967,1779.80974,5618.5783,54000,2700000.0,0.18,C,9.708910751   -     10.40552565,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,5 - 7,,T6070,L12175c183
C I,,1780.452,5616.553,,20000.0,0.001,D,9.83427899    -     10.5306428,2s2.2p.3d       | 3P*  | 1,2s2.2p.5p            | 3D      | 1,3 - 3,,T5520LS,
C I,,1781.841,5612.174,,27000.0,0.0039,D,9.83482192    -     10.5306428,2s2.2p.3d       | 3P*  | 0,2s2.2p.5p            | 3D      | 1,1 - 3,,T5520LS,
C I,1781.8561,1781.85545,5612.1256,32000,1500000.0,0.072,C,9.708910751   -     10.40472588,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,5 - 5,,T6070,L12175c183
C I,1781.89054,1781.89055,5612.017,99000,6200000.0,0.41,C,9.708910751   -     10.404712177,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,5 - 7,,T6070,L12175c183
C I,1783.11673,1783.11673,5608.1578,140000,7600000.0,0.46,C,9.710227435   -     10.405550385,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,L12175c183
C I,1783.1786,1783.18016,5607.963,11000q,530000.0,0.025,C,9.710227435   -     10.40552565,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,L12175c183
C I,,1783.493,5606.976,,35000.0,0.0028,D,10.01574721    -     10.710924,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3D*     | 2,3 - 5,,T5520LS,
C II,,1783.72,5606.27,,9640000.0,0.92,B,20.149652      -     20.844740,2s2.4p          | 2P*  | 1/2,2s2.4d               | 2D      | 3/2,2 - 4,,T5109LS,
C I,,1784.18345,5604.80482,,66000.0,0.0044,C,9.00258381    -      9.697491047,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 3F*     | 3,5 - 7,,T6070,
C I,,1785.23363,5601.5077,,26000.0,0.00089,C,9.710227435   -     10.40472588,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,
C I,1785.2687,1785.26886,5601.398,3800,230000.0,0.011,C,9.710227435   -     10.404712177,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L12175c183
C II,,1785.77,5599.81,,11500000.0,0.825,B,20.150477      -     20.844765,2s2.4p          | 2P*  | 3/2,2s2.4d               | 2D      | 5/2,4 - 6,,T5109LS,
C II,,1785.84,5599.61,,1920000.0,0.0918,B,20.150477      -     20.844740,2s2.4p          | 2P*  | 3/2,2s2.4d               | 2D      | 3/2,4 - 4,,T5109LS,
C I,1785.8397,1785.84346,5599.607,11000bl,26000.0,0.00122,B,7.94613476    -      8.64039604,2s.2p3          | 3D*  | 1,2s2.2p.3p            | 3D      | 1,3 - 3,,T6070n,L12175c183
C I,1786.194,1786.1926,5598.5,9200,9400.0,0.00027,B,7.94627046    -      8.64039604,2s.2p3          | 3D*  | 2,2s2.2p.3p            | 3D      | 1,5 - 3,,T6070n,L9405c187
C I,,1786.818,5596.54,,26000.0,0.0017,D,10.018083033   -     10.711966,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3D*     | 3,5 - 7,,T5520LS,
C I,,1789.43499,5588.35614,,4300.0,0.00021,C,9.00258381    -      9.69545167,2s2.2p.3p       | 1D   | 2,2s2.2p.3d            | 3F*     | 2,5 - 5,,T6070,
C I,,1789.505,5588.136,,160000.0,0.008,D,10.018083033   -     10.710924,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3D*     | 2,5 - 5,,T5520LS,
C I,,1789.814,5587.173,,10000.0,0.0008,D,10.01574721    -     10.708468,2s2.2p.4p       | 3D   | 1,2s2.2p.6s            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1792.086,5580.09,,170000.0,0.008,D,10.01574721    -     10.707590,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3D*     | 1,3 - 3,,T5520LS,
C I,,1792.28303,5579.4759,,220000.0,0.018,C,9.71295903    -     10.40472588,2s2.2p.4s       | 1P*  | 1,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,
C I,1792.32952,1792.32952,5579.3312,75000,700000.0,0.05,D,9.330467271   -     10.022216175,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3D      | 3,5 - 7,,T6070n,L12175c183
C I,,1792.642,5578.36,,25000.0,0.0036,D,10.19792602    -     10.889554,2s2.2p.4p       | 1S   | 0,2s2.2p.6d            | 1P*     | 1,1 - 3,,T5520,
C I,,1795.87,5568.333,,160000.0,0.007,D,10.018083033   -     10.708468,2s2.2p.4p       | 3D   | 2,2s2.2p.6s            | 3P*     | 2,5 - 5,,T5520LS,
C I,1796.409,1796.40428,5566.659,31000,510000.0,0.0083,C,8.64039604    -      9.33057587,2s2.2p.3p       | 3D   | 1,2s.2p3               | 3P*     | 0,3 - 1,,T6070n,L9405c187
C I,,1796.68697,5565.7998,,4000.0,0.00032,C,8.64039604    -      9.330467271,2s2.2p.3p       | 3D   | 1,2s.2p3               | 3P*     | 2,3 - 5,,T6070n,
C I,1797.129,1797.10415,5564.43,28000bl(Fe),120000.0,0.0058,C,8.64039604    -      9.33030708,2s2.2p.3p       | 3D   | 1,2s.2p3               | 3P*     | 1,3 - 3,,T6070n,L9405c186
C I,,1797.525,5563.21,,200000.0,0.01,D,10.022216175   -     10.711966,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3D*     | 3,7 - 7,,T5520LS,
C I,,1798.157,5561.25,,60000.0,0.0017,D,10.018083033   -     10.707590,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3D*     | 1,5 - 3,,T5520LS,
C I,,1800.245,5554.8,,36000.0,0.0012,D,10.022216175   -     10.710924,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3D*     | 2,7 - 5,,T5520LS,
C I,,1802.061,5549.202,,260000.0,0.012,D,10.01574721    -     10.7037605,2s2.2p.4p       | 3D   | 1,2s2.2p.6s            | 3P*     | 1,3 - 3,,T5520LS,
C I,1802.6814,1802.68295,5547.292,54000q,600000.0,0.05,D,9.33030708    -     10.018083033,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3D      | 2,3 - 5,,T6070n,L12175c183
C I,1803.10277,1803.10291,5545.9956,14000,160000.0,0.008,D,9.330467271   -     10.018083033,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3D      | 2,5 - 5,,T6070n,L12175c183
C I,1803.557,1803.55452,5544.6,28000bl,65000.0,0.0032,C,8.643023685   -      9.330467271,2s2.2p.3p       | 3D   | 2,2s.2p3               | 3P*     | 2,5 - 5,,T6070n,L9405c187
C I,1803.97447,1803.97489,5543.3157,44000bl,380000.0,0.011,C,8.643023685   -      9.33030708,2s2.2p.3p       | 3D   | 2,2s.2p3               | 3P*     | 1,5 - 3,,T6070n,L12175c183
C I,,1805.21,5539.521,,1000000.0,0.017,D,10.01574721    -     10.702560,2s2.2p.4p       | 3D   | 1,2s2.2p.6s            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1805.91051,5537.37294,,630.0,3.1e-05,C,9.00258381    -      9.689130559,2s2.2p.3p       | 1D   | 2,2s2.2p.4s            | 3P*     | 2,5 - 5,,T6070,
C I,,1806.606,5535.24,,600000.0,0.05,D,10.01574721    -     10.702030,2s2.2p.4p       | 3D   | 1,2s2.2p.5d            | 3F*     | 2,3 - 5,,T5520LS,
C I,,1806.686,5534.997,,900000.0,0.03,D,10.022216175   -     10.708468,2s2.2p.4p       | 3D   | 3,2s2.2p.6s            | 3P*     | 2,7 - 5,,T5520LS,
C I,1806.7632,1806.763,5534.76,8500,700000.0,0.045,D,10.022216175   -     10.7084390,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3F*     | 4,7 - 9,,T5520LS,L12175c183
C I,1808.211,1808.2,5530.33,2700,800000.0,0.022,D,10.018083033   -     10.7037605,2s2.2p.4p       | 3D   | 2,2s2.2p.6s            | 3P*     | 1,5 - 3,,T5520LS,L12175c183
C I,1808.827,1808.82609,5528.4446,16000q,290000.0,0.014,D,9.33030708    -     10.01574721,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 3D      | 1,3 - 3,,T6070n,L12175c183
C I,1809.258,1809.24892,5527.13,13000bl,16000.0,0.00046,D,9.330467271   -     10.01574721,2s.2p3          | 3P*  | 2,2s2.2p.4p            | 3D      | 1,5 - 3,,T6070n,L9405c186
C I,1809.53566,1809.53567,5526.2796,31000,430000.0,0.06,D,9.33057587    -     10.01574721,2s.2p3          | 3P*  | 0,2s2.2p.4p            | 3D      | 1,1 - 3,,T6070n,L12175c183
C I,1809.6608,1809.6608,5525.8974,7200,600000.0,0.044,D,10.018083033   -     10.70320700,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3F*     | 3,5 - 7,,T5520LS,L12175c183
C I,,1812.776,5516.4,,110000.0,0.005,D,10.018083033   -     10.702030,2s2.2p.4p       | 3D   | 2,2s2.2p.5d            | 3F*     | 2,5 - 5,,T5520LS,
U I,1814.16,,5512.19,50,,,,,|      |,|         |,,,,u10
C I,1814.4732,1814.47317,5511.2415,100000,400000.0,0.014,C,8.647160399   -      9.330467271,2s2.2p.3p       | 3D   | 3,2s.2p3               | 3P*     | 2,7 - 5,,T6070n,L12175c183
C I,,1815.93703,5506.7989,,42000.0,0.0015,C,9.73643528    -     10.41919132,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,7 - 5,,T6070,
C I,1816.1893,1816.18795,5506.0339,9800,62000.0,0.0018,C,9.00258381    -      9.685245529,2s2.2p.3p       | 1D   | 2,2s2.2p.4s            | 3P*     | 1,5 - 3,,T6070,L12175c183
C II,,1820.46,5493.12,,17100000.0,1.13,B+,22.187763      -     22.868823,2s2.5f          | 2F*  | 5/2,2s2.6g               | 2G      | 7/2,6 - 8,,T10276,
C II,,1820.47,5493.08,,17700000.0,1.1,B+,22.187773      -     22.868828,2s2.5f          | 2F*  | 7/2,2s2.6g               | 2G      | 9/2,8 - 10,,T10276,
C II,,1820.49,5493.04,,640000.0,0.0318,B,22.187773      -     22.868823,2s2.5f          | 2F*  | 7/2,2s2.6g               | 2G      | 7/2,8 - 8,,T7476,
C I,,1820.6442,5492.5614,,80000.0,0.0039,D,10.022216175   -     10.70320700,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3F*     | 3,7 - 7,,T5520LS,
C I,1822.61282,1822.61299,5486.6288,150000q,9800000.0,0.63,C,9.73643528    -     10.41669049,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[9/2]  | 4,7 - 9,,T6070,L12175c183
C I,,1823.55814,5483.7846,,40000.0,0.0014,C,9.73643528    -     10.41633791,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,
C I,1823.619,1823.60996,5483.6,13000bl,150000.0,0.0075,C,9.73643528    -     10.416318591,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L9405c187
C I,,1823.797,5483.07,,3100.0,0.00011,D,10.022216175   -     10.702030,2s2.2p.4p       | 3D   | 3,2s2.2p.5d            | 3F*     | 2,7 - 5,,T5520LS,
C II,,1824.12,5482.1,,300.0,3e-05,E,22.473900      -     23.15359,2s2.6s          | 2S   | 1/2,2s2.7p               | 2P*     | 3/2,2 - 4,,T10276,
C II,,1824.44,5481.1,,300.0,2e-05,E,22.473900      -     23.15347,2s2.6s          | 2S   | 1/2,2s2.7p               | 2P*     | 1/2,2 - 2,,T10276,
C I,1832.5615,1832.56039,5456.843,110000q,4300000.0,0.28,C,9.73643528    -     10.41299796,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,L12175c183
C I,1832.6505,1832.65123,5456.578,7300,340000.0,0.017,C,9.73643528    -     10.41296443,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,L12175c183
U I,1837.198,,5443.07,50,,,,,|      |,|         |,,,,u10
C II,,1845.35,5419.02,,3570000.0,0.243,B,22.859729      -     23.531602,2s2.6f          | 2F*  | 5/2,2s2.8g               | 2G      | 7/2,6 - 8,,T7476,
C II,,1845.36,5418.99,,3700000.0,0.236,B,22.859734      -     23.531603,2s2.6f          | 2F*  | 7/2,2s2.8g               | 2G      | 9/2,8 - 10,,T7476,
C II,,1845.37,5418.98,,132000.0,0.00675,B,22.859734      -     23.531602,2s2.6f          | 2F*  | 7/2,2s2.8g               | 2G      | 7/2,8 - 8,,T7476,
C I,,1845.657,5418.126,,290000.0,0.005,C,10.055746371   -     10.727508,2s2.2p.4p       | 3S   | 1,2s2.2p.5d            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1846.387,5415.98,,19000.0,0.001,D,10.35238138    -     11.023878,2s2.2p.4d       | 1D*  | 2,2s2.2p.(2P*<3/2>).8p | 2[5/2]  | 2,5 - 5,,T5520,
C I,,1846.912,5414.442,,290000.0,0.015,C,10.055746371   -     10.7270516,2s2.2p.4p       | 3S   | 1,2s2.2p.5d            | 3P*     | 1,3 - 3,,T5520LS,
C I,,1851.2863,5401.6496,,290000.0,0.025,C,10.055746371   -     10.72546557,2s2.2p.4p       | 3S   | 1,2s2.2p.5d            | 3P*     | 2,3 - 5,,T5520LS,
C I,1852.9589,1852.95769,5396.7738,28000p,990000.0,0.065,C,9.73643528    -     10.405550385,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 4,7 - 9,,T6070,L12175c183
C I,1853.026,1853.02618,5396.5782,9600,570000.0,0.029,C,9.73643528    -     10.40552565,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[7/2]  | 3,7 - 7,,T6070,L12175c183
C III,,1853.46,5395.31,,3890000.0,0.28,B,42.167254      -     42.836187,1s2.2p.(2P*).3d | 3P*  | 2,1s2.2s.5d            | 3D      | 3,5 - 7,,T5633LS,
C III,,1853.61,5394.88,,971000.0,0.05,B,42.167254      -     42.836134,1s2.2p.(2P*).3d | 3P*  | 2,1s2.2s.5d            | 3D      | 2,5 - 5,,T5633LS,
C III,,1853.66,5394.73,,108000.0,0.00334,B,42.167254      -     42.836115,1s2.2p.(2P*).3d | 3P*  | 2,1s2.2s.5d            | 3D      | 1,5 - 3,,T5633LS,
C II,,1854.91,5391.09,,25900000.0,1.67,B,22.202225      -    [22.870635],2s2.5g          | 2G   | 7/2,2s2.6h               | 2H*     | 9/2,8 - 10,,T7476,
C II,,1854.94,5391.02,,589000.0,0.0304,B,22.202234      -    [22.870635],2s2.5g          | 2G   | 9/2,2s2.6h               | 2H*     | 9/2,10 - 10,,T7476,
C II,,1854.94,5391.02,,26500000.0,1.64,B,22.202234      -    [22.870635],2s2.5g          | 2G   | 9/2,2s2.6h               | 2H*     | 11/2,10 - 12,,T7476,
C I,,1855.24377,5390.1272,,3600.0,0.00013,C,9.73643528    -     10.40472588,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,7 - 5,,T6070,
C I,1855.281,1855.28182,5390.0191,14000,570000.0,0.029,C,9.73643528    -     10.404712177,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 3,7 - 7,,T6070,L12175c183
C III,,1862.48,5369.19,,2870000.0,0.249,B,42.170439      -     42.836134,1s2.2p.(2P*).3d | 3P*  | 1,1s2.2s.5d            | 3D      | 2,3 - 5,,T5633LS,
C III,,1862.53,5369.04,,1600000.0,0.0832,B,42.170439      -     42.836115,1s2.2p.(2P*).3d | 3P*  | 1,1s2.2s.5d            | 3D      | 1,3 - 3,,T5633LS,
U I,1863.952,,5364.95,75,,,,,|      |,|         |,,,,u10
C III,,1867.5,5354.74,,2110000.0,0.331,B,42.172212      -     42.836115,1s2.2p.(2P*).3d | 3P*  | 0,1s2.2s.5d            | 3D      | 1,1 - 3,,T5633LS,
C I,,1871.64924,5342.8815,,3600.0,0.00057,C,9.17184612    -      9.83427899,2s2.2p.3p       | 1S   | 0,2s2.2p.3d            | 3P*     | 1,1 - 3,,T6070,
C III,,1873.0,5339.03,,1060000.0,0.078,B,39.402339      -     40.064295,1s2.2s.4p       | 3P*  | 2,1s2.2p.(2P*).3p      | 3D      | 3,5 - 7,,T5633LS,
C II,,1875.8,5331.07,,400.0,2.1e-05,E,[22.870635]     -     23.531603,2s2.6h          | 2H*  | 9/2,2s2.8g               | 2G      | 9/2,10 - 10,,T7476,
C II,,1875.8,5331.07,,22000.0,0.0009,D+,[22.870635]     -     23.531603,2s2.6h          | 2H*  | 11/2,2s2.8g               | 2G      | 9/2,12 - 10,,T7476,
C II,,1875.8,5331.06,,22000.0,0.0009,D+,[22.870635]     -     23.531602,2s2.6h          | 2H*  | 9/2,2s2.8g               | 2G      | 7/2,10 - 8,,T7476,
C I,,1883.63512,5308.8838,,5900.0,0.00031,C,9.33030708    -      9.98852478,2s.2p3          | 3P*  | 1,2s2.2p.4p            | 1P      | 1,3 - 3,,T6070,
C I,,1884.40463,5306.7159,,1900.0,0.0003,C,9.33057587    -      9.98852478,2s.2p3          | 3P*  | 0,2s2.2p.4p            | 1P      | 1,1 - 3,,T6070,
C I,1884.96063,1884.96091,5305.1506,48000q,4200000.0,0.37,C,9.76143658    -     10.41919132,2s2.2p.3d       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1885.0012,5305.0364,,3300.0,0.00018,C,9.76143658    -     10.41917726,2s2.2p.3d       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[3/2]  | 1,3 - 3,,T6070,
C III,,1885.07,5304.85,,781000.0,0.0693,B,39.401746      -     40.059463,1s2.2s.4p       | 3P*  | 1,1s2.2p.(2P*).3p      | 3D      | 2,3 - 5,,T5633LS,
C II,,1885.66,5303.17,,5800.0,0.00031,C,22.202225      -     22.859734,2s2.5g          | 2G   | 7/2,2s2.6f               | 2F*     | 7/2,8 - 8,,T10276,
C II,,1885.68,5303.13,,220000.0,0.0088,B,22.202225      -     22.859729,2s2.5g          | 2G   | 7/2,2s2.6f               | 2F*     | 5/2,8 - 6,,T7476,
C II,,1885.69,5303.1,,214000.0,0.00913,B,22.202234      -     22.859734,2s2.5g          | 2G   | 9/2,2s2.6f               | 2F*     | 7/2,10 - 8,,T7476,
C III,,1886.77,5300.06,,260000.0,0.0139,B,39.402339      -     40.059463,1s2.2s.4p       | 3P*  | 2,1s2.2p.(2P*).3p      | 3D      | 2,5 - 5,,T5633LS,
C II,,1890.177,5290.51,,6950000.0,0.745,B,19.494538      -     20.150477,2s2.4s          | 2S   | 1/2,2s2.4p               | 2P*     | 3/2,2 - 4,,T5109LS,
C III,,1891.29,5287.4,,3760000.0,0.144,B,42.324602      -     42.980156,1s2.2p.(2P*).3d | 1F*  | 3,1s2.2s.5d            | 1D      | 2,7 - 5,,T5633,
C II,,1892.559,5283.85,,6920000.0,0.372,B,19.494538      -     20.149652,2s2.4s          | 2S   | 1/2,2s2.4p               | 2P*     | 1/2,2 - 2,,T5109LS,
C III,,1893.0,5282.62,,571000.0,0.092,B,39.401467      -     40.056428,1s2.2s.4p       | 3P*  | 0,1s2.2p.(2P*).3p      | 3D      | 1,1 - 3,,T5633LS,
C I,1893.17384,1893.1737,5282.1351,64000,5100000.0,0.46,C,9.76143658    -     10.41633791,2s2.2p.3d       | 1P*  | 1,2s2.2p.(2P*<3/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C III,,1893.81,5280.37,,428000.0,0.023,B,39.401746      -     40.056428,1s2.2s.4p       | 3P*  | 1,1s2.2p.(2P*).3p      | 3D      | 1,3 - 3,,T5633LS,
C III,,1895.53,5275.58,,28500.0,0.000921,B,39.402339      -     40.056428,1s2.2s.4p       | 3P*  | 2,1s2.2p.(2P*).3p      | 3D      | 1,5 - 3,,T5633LS,
C I,,1897.734,5269.44,,60000.0,0.0018,D,10.35238138    -     11.005709,2s2.2p.4d       | 1D*  | 2,2s2.2p.(2P*<1/2>).8p | 2[3/2]  | 1,5 - 3,,T5520,
C I,,1899.495,5264.558,,360000.0,0.033,C,10.055746371   -     10.708468,2s2.2p.4p       | 3S   | 1,2s2.2p.6s            | 3P*     | 2,3 - 5,,T5520LS,
C IV,,1901.5,5259.0,,5930000.0,0.321,B,[61.05945]      -    [61.71149],1s2.8p          | 2P*  | 1/2,1s2.9s               | 2S      | 1/2,2 - 2,,T3225LS,
C IV,,1902.08,5257.4,,11800000.0,0.32,B,[61.05965]      -    [61.71149],1s2.8p          | 2P*  | 3/2,1s2.9s               | 2S      | 1/2,4 - 2,,T3225LS,
U I,1903.459,,5253.59,25,,,,,|      |,|         |,,,,u10
C I,,1913.295,5226.587,,360000.0,0.019,C,10.055746371   -     10.7037605,2s2.2p.4p       | 3S   | 1,2s2.2p.6s            | 3P*     | 1,3 - 3,,T5520LS,
C II,,1915.547,5220.44,,3180000.0,0.35,B,25.981185      -     26.628437,2s.2p.(3P*).4s  | 4P*  | 1/2,2s.2p.(3P*).4p       | 4D      | 3/2,2 - 4,,T10528,
C II,,1916.153,5218.79,,5300000.0,0.437,B,25.984173      -     26.631221,2s.2p.(3P*).4s  | 4P*  | 3/2,2s.2p.(3P*).4p       | 4D      | 5/2,4 - 6,,T10528,
C I,,1916.845,5216.906,,350000.0,0.0065,C,10.055746371   -     10.702560,2s2.2p.4p       | 3S   | 1,2s2.2p.6s            | 3P*     | 0,3 - 1,,T5520LS,
C I,,1919.956,5208.452,,210000.0,0.035,D,10.08128590    -     10.7270516,2s2.2p.4p       | 3P   | 0,2s2.2p.5d            | 3P*     | 1,1 - 3,,T5520LS,
C II,,1920.337,5207.42,,7360000.0,0.543,B,25.989855      -     26.635493,2s.2p.(3P*).4s  | 4P*  | 5/2,2s.2p.(3P*).4p       | 4D      | 7/2,6 - 8,,T10528,
C II,,1920.36,5207.37,,6160000.0,0.341,B,25.981185      -     26.626817,2s.2p.(3P*).4s  | 4P*  | 1/2,2s.2p.(3P*).4p       | 4D      | 1/2,2 - 2,,T10528,
C I,,1924.047,5197.379,,600000.0,0.012,D,10.083115460   -     10.727508,2s2.2p.4p       | 3P   | 1,2s2.2p.5d            | 3P*     | 0,3 - 1,,T5520LS,
C II,,1924.431,5196.34,,3830000.0,0.213,B,25.984173      -     26.628437,2s.2p.(3P*).4s  | 4P*  | 3/2,2s.2p.(3P*).4p       | 4D      | 3/2,4 - 4,,T10528,
C I,,1925.411,5193.695,,160000.0,0.009,D,10.083115460   -     10.7270516,2s2.2p.4p       | 3P   | 1,2s2.2p.5d            | 3P*     | 1,3 - 3,,T5520LS,
C I,1927.3503,1927.34742,5188.471,7800,440000.0,0.041,C,9.76143658    -     10.40472588,2s2.2p.3d       | 1P*  | 1,2s2.2p.(2P*<1/2>).4f | 2[5/2]  | 2,3 - 5,,T6070,L12175c183
C I,,1930.1654,5180.903,,160000.0,0.015,D,10.083115460   -     10.72546557,2s2.2p.4p       | 3P   | 1,2s2.2p.5d            | 3P*     | 2,3 - 5,,T5520LS,
C I,,1932.199,5175.451,,260000.0,0.009,D,10.085377438   -     10.7270516,2s2.2p.4p       | 3P   | 2,2s2.2p.5d            | 3P*     | 1,5 - 3,,T5520LS,
C II,,1933.129,5172.96,,2060000.0,0.115,B,25.989855      -     26.631221,2s.2p.(3P*).4s  | 4P*  | 5/2,2s.2p.(3P*).4p       | 4D      | 5/2,6 - 6,,T10528,
C I,1936.9864,1936.9864,5162.6588,9800,500000.0,0.026,D,10.085377438   -     10.72546557,2s2.2p.4p       | 3P   | 2,2s2.2p.5d            | 3P*     | 2,5 - 5,,T5520LS,L12175c183
